2020-11-19T00:00;ERROR;error1
2020-11-19T00:00;WARN;warning1
2020-11-19T00:00;ERROR;error2
2020-11-19T00:00;INFO;info
2020-11-19T00:01;ERROR;error1
2020-11-19T00:01;WARN;warning1
2020-11-19T00:01;ERROR;error2
2020-11-19T00:01;INFO;info
2020-11-19T00:02;ERROR;error1
2020-11-19T00:02;WARN;warning1
2020-11-19T00:02;ERROR;error2
2020-11-19T00:02;INFO;info
2020-11-19T00:03;ERROR;error1
2020-11-19T00:03;WARN;warning1
2020-11-19T00:03;ERROR;error2
2020-11-19T00:03;INFO;info
2020-11-19T00:04;ERROR;error1
2020-11-19T00:04;WARN;warning1
2020-11-19T00:04;ERROR;error2
2020-11-19T00:04;INFO;info
2020-11-19T00:05;ERROR;error1
2020-11-19T00:05;WARN;warning1
2020-11-19T00:05;ERROR;error2
2020-11-19T00:05;INFO;info
2020-11-19T00:06;ERROR;error1
2020-11-19T00:06;WARN;warning1
2020-11-19T00:06;ERROR;error2
2020-11-19T00:06;INFO;info
2020-11-19T00:07;ERROR;error1
2020-11-19T00:07;WARN;warning1
2020-11-19T00:07;ERROR;error2
2020-11-19T00:07;INFO;info
2020-11-19T00:08;ERROR;error1
2020-11-19T00:08;WARN;warning1
2020-11-19T00:08;ERROR;error2
2020-11-19T00:08;INFO;info
2020-11-19T00:09;ERROR;error1
2020-11-19T00:09;WARN;warning1
2020-11-19T00:09;ERROR;error2
2020-11-19T00:09;INFO;info
2020-11-19T00:10;ERROR;error1
2020-11-19T00:10;WARN;warning1
2020-11-19T00:10;ERROR;error2
2020-11-19T00:10;INFO;info
2020-11-19T00:11;ERROR;error1
2020-11-19T00:11;WARN;warning1
2020-11-19T00:11;ERROR;error2
2020-11-19T00:11;INFO;info
2020-11-19T00:12;ERROR;error1
2020-11-19T00:12;WARN;warning1
2020-11-19T00:12;ERROR;error2
2020-11-19T00:12;INFO;info
2020-11-19T00:13;ERROR;error1
2020-11-19T00:13;WARN;warning1
2020-11-19T00:13;ERROR;error2
2020-11-19T00:13;INFO;info
2020-11-19T00:14;ERROR;error1
2020-11-19T00:14;WARN;warning1
2020-11-19T00:14;ERROR;error2
2020-11-19T00:14;INFO;info
2020-11-19T00:15;ERROR;error1
2020-11-19T00:15;WARN;warning1
2020-11-19T00:15;ERROR;error2
2020-11-19T00:15;INFO;info
2020-11-19T00:16;ERROR;error1
2020-11-19T00:16;WARN;warning1
2020-11-19T00:16;ERROR;error2
2020-11-19T00:16;INFO;info
2020-11-19T00:17;ERROR;error1
2020-11-19T00:17;WARN;warning1
2020-11-19T00:17;ERROR;error2
2020-11-19T00:17;INFO;info
2020-11-19T00:18;ERROR;error1
2020-11-19T00:18;WARN;warning1
2020-11-19T00:18;ERROR;error2
2020-11-19T00:18;INFO;info
2020-11-19T00:19;ERROR;error1
2020-11-19T00:19;WARN;warning1
2020-11-19T00:19;ERROR;error2
2020-11-19T00:19;INFO;info
2020-11-19T00:20;ERROR;error1
2020-11-19T00:20;WARN;warning1
2020-11-19T00:20;ERROR;error2
2020-11-19T00:20;INFO;info
2020-11-19T00:21;ERROR;error1
2020-11-19T00:21;WARN;warning1
2020-11-19T00:21;ERROR;error2
2020-11-19T00:21;INFO;info
2020-11-19T00:22;ERROR;error1
2020-11-19T00:22;WARN;warning1
2020-11-19T00:22;ERROR;error2
2020-11-19T00:22;INFO;info
2020-11-19T00:23;ERROR;error1
2020-11-19T00:23;WARN;warning1
2020-11-19T00:23;ERROR;error2
2020-11-19T00:23;INFO;info
2020-11-19T00:24;ERROR;error1
2020-11-19T00:24;WARN;warning1
2020-11-19T00:24;ERROR;error2
2020-11-19T00:24;INFO;info
2020-11-19T00:25;ERROR;error1
2020-11-19T00:25;WARN;warning1
2020-11-19T00:25;ERROR;error2
2020-11-19T00:25;INFO;info
2020-11-19T00:26;ERROR;error1
2020-11-19T00:26;WARN;warning1
2020-11-19T00:26;ERROR;error2
2020-11-19T00:26;INFO;info
2020-11-19T00:27;ERROR;error1
2020-11-19T00:27;WARN;warning1
2020-11-19T00:27;ERROR;error2
2020-11-19T00:27;INFO;info
2020-11-19T00:28;ERROR;error1
2020-11-19T00:28;WARN;warning1
2020-11-19T00:28;ERROR;error2
2020-11-19T00:28;INFO;info
2020-11-19T00:29;ERROR;error1
